18.0,17.9682478278,491.0,79428.0
18.05,18.0181449756,466.0,79418.0
18.1,18.0681362766,483.0,79386.0
18.15,18.1179474584,513.0,79331.0
18.2,18.1678343721,475.0,79301.0
18.25,18.2175391197,468.0,79299.0
18.3,18.2671394799,478.0,79301.0
18.35,18.3166170315,493.0,79259.0
18.4,18.3660823023,545.0,79266.0
18.45,18.4156621944,472.0,79213.0
18.5,18.4657844913,504.0,79628.0
18.55,18.5162588397,500.0,79574.0
18.6,18.5666861114,478.0,79551.0
18.65,18.6169066552,478.0,79577.0
18.7,18.6671701821,493.0,79534.0
18.75,18.7172965726,474.0,79521.0
18.8,18.7674004483,492.0,79526.0
18.85,18.817567775,486.0,79529.0
18.9,18.8677739912,516.0,79641.0
18.95,18.9178266966,496.0,79739.0
19.0,18.9678671211,519.0,79672.0
19.05,19.0178584221,434.0,79649.0
19.1,19.0677965061,483.0,79643.0
19.15,19.1176179219,451.0,79602.0
19.2,19.1675253037,475.0,79582.0
19.25,19.2172013959,521.0,79566.0
19.3,19.2668385988,479.0,79551.0
19.35,19.3163611802,485.0,79504.0
19.4,19.3659042297,473.0,79444.0
19.45,19.4154513729,523.0,79569.0
19.5,19.4655511549,489.0,79647.0
19.55,19.5159620521,499.0,79632.0
19.6,19.5664097919,473.0,79601.0
19.65,19.6166057741,478.0,79576.0
19.7,19.6669634542,513.0,79509.0
19.75,19.7170182064,509.0,79459.0
19.8,19.7672326098,471.0,79441.0
19.85,19.817330345,488.0,79413.0
19.9,19.8675836378,507.0,79391.0
19.95,19.9175790325,489.0,79463.0
20.0,19.9676399251,438.0,79523.0
20.05,20.0175718686,513.0,79472.0
20.1,20.0676204804,463.0,79435.0
20.15,20.1174562238,462.0,79440.0
20.2,20.1673124354,500.0,79405.0
20.25,20.2170028553,494.0,79387.0
20.3,20.2666728071,498.0,79374.0
20.35,20.3161421715,465.0,79353.0
20.4,20.3656688465,491.0,79294.0
20.45,20.4152671599,501.0,79381.0
20.5,20.4653976441,494.0,79556.0
20.55,20.5158331031,510.0,79554.0
20.6,20.5662726556,488.0,79539.0
20.65,20.6165709783,518.0,79521.0
20.7,20.6667833349,532.0,79498.0
20.75,20.7169117722,510.0,79468.0
20.8,20.7670545373,547.0,79443.0
20.85,20.8172075364,486.0,79455.0
20.9,20.8673810036,495.0,79475.0
20.95,20.9174337089,514.0,79435.0
21.0,20.9674434313,510.0,79480.0
21.05,21.0174244983,524.0,79652.0
21.1,21.0674485483,552.0,79665.0
21.15,21.1173088535,496.0,79678.0
21.2,21.1671814395,514.0,79697.0
21.25,21.2168145487,562.0,79689.0
21.3,21.2664947346,531.0,79622.0
21.35,21.3160480182,530.0,79587.0
21.4,21.3655828805,580.0,79618.0
21.45,21.4151218364,538.0,79630.0
21.5,21.4652031971,546.0,79624.0
21.55,21.5156529837,562.0,79766.0
21.6,21.5661334725,601.0,79666.0
21.65,21.6163785781,634.0,79625.0
21.7,21.6666789475,609.0,79642.0
21.75,21.7167787295,577.0,79642.0
21.8,21.766993133,648.0,79653.0
21.85,21.8170949618,641.0,79618.0
21.9,21.8673318801,626.0,79598.0
21.95,21.917302713,639.0,79561.0
22.0,21.9673554184,701.0,79521.0
22.05,22.0173364854,699.0,79673.0
22.1,22.0673932844,725.0,79736.0
22.15,22.1172658705,739.0,79760.0
22.2,22.1671077543,726.0,79651.0
22.25,22.2167961274,712.0,79559.0
22.3,22.2664456111,808.0,79470.0
22.35,22.3159149755,833.0,79448.0
22.4,22.3654211824,868.0,79525.0
22.45,22.4149887937,933.0,79482.0
22.5,22.4651254183,956.0,79452.0
22.55,22.5155874858,1051.0,79500.0
22.6,22.5660352256,1108.0,79722.0
22.65,22.6162373482,1210.0,79681.0
22.7,22.6665172495,1336.0,79652.0
22.75,22.7166456869,1371.0,79626.0
22.8,22.7668150604,1686.0,79558.0
22.85,22.8170089957,1792.0,79488.0
22.9,22.8672274928,2043.0,79494.0
22.95,22.9172781513,2401.0,79485.0
23.0,22.9672694524,2787.0,79520.0
23.05,23.0172402853,3472.0,79613.0
23.1,23.0672315864,4035.0,79820.0
23.15,23.1170939384,5057.0,79768.0
23.2,23.1670217883,6301.0,79722.0
23.25,23.2166958337,7737.0,79674.0
23.3,23.2663248493,9479.0,79630.0
23.35,23.3158310563,11543.0,79606.0
23.4,23.3653249823,13284.0,79582.0
23.45,23.4148373297,14789.0,79564.0
23.5,23.4649227841,15224.0,79527.0
23.55,23.5153889452,14420.0,79701.0
23.6,23.5658837616,12930.0,79635.0
23.65,23.6160940714,10896.0,79594.0
23.7,23.6664190026,8775.0,79546.0
23.75,23.7164798952,7001.0,79532.0
23.8,23.7666595028,5643.0,79531.0
23.85,23.8167490508,4503.0,79474.0
23.9,23.8669614074,3454.0,79436.0
23.95,23.9169813638,2714.0,79426.0
24.0,23.9670443032,2278.0,79386.0
24.05,24.0169967149,1923.0,79577.0
24.1,24.0670207649,1666.0,79580.0
24.15,24.1169015382,1379.0,79569.0
24.2,24.166776171,1226.0,79580.0
24.25,24.2164747782,1138.0,79520.0
24.3,24.2661570108,1033.0,79489.0
24.35,24.3156673114,1010.0,79489.0
24.4,24.3651366758,847.0,79474.0
24.45,24.4147206615,843.0,79426.0
24.5,24.4648716138,835.0,79421.0
24.55,24.515282511,749.0,79424.0
24.6,24.5657343445,744.0,79600.0
24.65,24.6159978713,677.0,79570.0
24.7,24.6662593514,726.0,79574.0
24.75,24.7164021164,692.0,79549.0
24.8,24.7665489751,701.0,79494.0
24.85,24.8166896933,612.0,79471.0
24.9,24.8668877222,610.0,79473.0
24.95,24.9169342871,597.0,79444.0
25.0,24.9669440095,569.0,79422.0
25.05,25.0168964212,575.0,79542.0
25.1,25.0669102371,592.0,79750.0
25.15,25.1167398401,570.0,79684.0
25.2,25.1666492688,558.0,79661.0
25.25,25.2163274078,547.0,79670.0
25.3,25.2659584702,531.0,79741.0
25.35,25.3154646772,535.0,79695.0
25.4,25.3649995395,519.0,79700.0
25.45,25.4145610103,512.0,79701.0
25.5,25.4646444178,553.0,79687.0
25.55,25.5150860172,526.0,79672.0
25.6,25.5655583187,493.0,79635.0
25.65,25.6157686285,507.0,79878.0
25.7,25.6660812788,526.0,79868.0
25.75,25.7161585459,462.0,79856.0
25.8,25.7663258727,509.0,79814.0
25.85,25.8164051866,544.0,79801.0
25.9,25.8666830412,496.0,79796.0
25.95,25.9167111848,484.0,79813.0
26.0,25.9667823115,489.0,79803.0
26.05,26.0167060678,503.0,79783.0
26.1,26.0667260242,541.0,79757.0
26.15,26.1165699549,552.0,79877.0
26.2,26.1663852302,505.0,79969.0
26.25,26.2161063523,536.0,79961.0
26.3,26.26576607,522.0,79931.0
26.35,26.3152845578,519.0,79895.0
26.4,26.3648337478,469.0,79894.0
26.45,26.4144197804,532.0,79898.0
26.5,26.4645216092,484.0,79850.0
26.55,26.5149406937,479.0,79818.0
26.6,26.5653966207,489.0,79815.0
26.65,26.6156499135,492.0,80058.0
26.7,26.6659257212,515.0,80086.0
26.75,26.7160623458,480.0,80045.0
26.8,26.7662071577,496.0,80024.0
26.85,26.8163478759,518.0,79937.0
26.9,26.8665622793,478.0,79982.0
26.95,26.9166149847,477.0,80020.0
27.0,26.966657456,461.0,80024.0
27.05,27.0166630847,501.0,80002.0
27.1,27.0666502922,473.0,80015.0
27.15,27.1165105974,462.0,80212.0
27.2,27.16643026,446.0,80209.0
27.25,27.2160817905,458.0,80234.0
27.3,27.2656882912,483.0,80249.0
27.35,27.3152252003,447.0,80209.0
27.4,27.3647621094,493.0,80196.0
27.45,27.4143624697,469.0,80162.0
27.5,27.4645011411,463.0,80120.0
27.55,27.5149366,415.0,80106.0
27.6,27.565372059,452.0,80159.0
27.65,27.6156048837,468.0,80343.0
27.7,27.6659093468,451.0,80306.0
27.75,27.7159866139,445.0,80245.0
27.8,27.7661744087,464.0,80228.0
27.85,27.8162905652,460.0,80215.0
27.9,27.8665397644,436.0,80246.0
27.95,27.9165679081,444.0,80263.0
28.0,27.9666369879,421.0,80278.0
28.05,28.0165505102,435.0,80270.0
28.1,28.0665909347,477.0,80225.0
28.15,28.1164430526,450.0,80372.0
28.2,28.166311545,450.0,80489.0
28.25,28.2160162926,455.0,80435.0
28.3,28.265680104,455.0,80408.0
28.35,28.3151883577,454.0,80365.0
28.4,28.364670003,442.0,80325.0
28.45,28.4142683164,481.0,80287.0
28.5,28.4643906133,441.0,80229.0
28.55,28.5147953701,483.0,80192.0
28.6,28.5652574376,450.0,80171.0
28.65,28.6155557602,443.0,80206.0
28.7,28.6658131467,454.0,80154.0
28.75,28.7159640989,450.0,80259.0
28.8,28.7661641747,449.0,80384.0
28.85,28.8162578163,437.0,80413.0
28.9,28.8664435643,436.0,80380.0
28.95,28.9164962697,456.0,80337.0
29.0,28.9665407878,427.0,80339.0
29.05,29.0165484634,477.0,80305.0
29.1,29.0665499985,460.0,80311.0
29.15,29.1164164441,468.0,80256.0
29.2,29.1663074514,471.0,80198.0
29.25,29.21597945,461.0,80195.0
29.3,29.2656882912,409.0,80334.0
29.35,29.3151822173,459.0,80389.0
29.4,29.3647088924,460.0,80384.0
29.45,29.4143235803,458.0,80424.0
29.5,29.4644581581,427.0,80410.0
29.55,29.5148874766,470.0,80387.0
29.6,29.5653884335,432.0,80355.0
29.65,29.6156048837,449.0,80294.0
29.7,29.6658950191,485.0,80265.0
29.75,29.7160377841,442.0,80263.0
29.8,29.7662337662,459.0,80258.0
29.85,29.8163560632,469.0,80465.0
29.9,29.8665786538,462.0,80467.0
29.95,29.9166538741,437.0,80482.0
30.0,29.9667045327,436.0,80477.0
30.05,30.016681506,420.0,80415.0
30.1,30.0667423987,454.0,80353.0
30.15,30.1165638144,477.0,80304.0
30.2,30.1664896176,431.0,80253.0
30.25,30.2162148332,438.0,80241.0
30.3,30.2658336148,446.0,80262.0
30.35,30.3153295877,484.0,80428.0
30.4,30.36486445,498.0,80507.0
30.45,30.4144852783,460.0,80470.0
30.5,30.4646014348,471.0,80431.0
30.55,30.5150942045,454.0,80400.0
30.6,30.5655480847,473.0,80386.0
30.65,30.6157890966,500.0,80375.0
30.7,30.6661365427,452.0,80357.0
30.75,30.7162465588,465.0,80341.0
30.8,30.766452775,430.0,80322.0
30.85,30.8165505102,444.0,80237.0
30.9,30.8667997094,444.0,80504.0
30.95,30.9168565083,472.0,80449.0
31.0,30.9669521967,478.0,80402.0
31.05,31.0169373574,449.0,80412.0
31.1,31.066955267,465.0,80412.0
31.15,31.1168176189,463.0,80390.0
31.2,31.1666820177,464.0,80356.0
31.25,31.2163888121,427.0,80321.0
31.3,31.2660649044,501.0,80259.0
31.35,31.3155915794,477.0,80241.0
31.4,31.3651080204,468.0,80261.0
31.45,31.4147104275,454.0,80346.0
31.5,31.464869567,482.0,80498.0
31.55,31.5152559025,507.0,80457.0
31.6,31.5656995487,496.0,80398.0
31.65,31.6159610287,479.0,80389.0
31.7,31.6662368364,521.0,80363.0
31.75,31.7163529929,519.0,80345.0
31.8,31.7665162261,520.0,80313.0
31.85,31.8166855997,526.0,80323.0
31.9,31.8668590669,540.0,80251.0
31.95,31.9169383808,533.0,80196.0
32.0,31.9669665244,531.0,80494.0
32.05,32.0169639659,547.0,80500.0
32.1,32.0669777819,524.0,80489.0
32.15,32.1168790233,543.0,80475.0
32.2,32.1667884519,590.0,80483.0
32.25,32.2164358888,562.0,80495.0
32.3,32.266101747,609.0,80484.0
32.35,32.3156222816,561.0,80425.0
32.4,32.3651223481,572.0,80378.0
32.45,32.4146960998,660.0,80332.0
32.5,32.4647651797,652.0,80312.0
32.55,32.5152108727,670.0,80320.0
32.6,32.5657036423,682.0,80529.0
32.65,32.6159405606,764.0,80523.0
32.7,32.6662491173,784.0,80515.0
32.75,32.7163652738,818.0,80495.0
32.8,32.7666103794,862.0,80471.0
32.85,32.8167265359,881.0,80399.0
32.9,32.8669716414,1007.0,80363.0
32.95,32.9170120659,1000.0,80332.0
33.0,32.9671016139,1117.0,80350.0
33.05,33.0170826809,1268.0,80345.0
33.1,33.0671415267,1335.0,80336.0
33.15,33.1170100191,1439.0,80610.0
33.2,33.1669399159,1523.0,80640.0
33.25,33.2166978805,1761.0,80592.0
33.3,33.2663883004,1787.0,80555.0
33.35,33.3159170223,1929.0,80469.0
33.4,33.3654928208,1945.0,80412.0
33.45,33.4151361641,1902.0,80380.0
33.5,33.465258461,1963.0,80353.0
33.55,33.5157287157,1839.0,80335.0
33.6,33.5662317194,1919.0,80312.0
33.65,33.6164993399,1740.0,80307.0
33.7,33.6668222243,1624.0,80244.0
33.75,33.7169813638,1500.0,80376.0
33.8,33.7672244225,1385.0,80441.0
33.85,33.8173160173,1283.0,80476.0
33.9,33.8676266208,1161.0,80452.0
33.95,33.9176261091,1133.0,80525.0
34.0,33.9677136103,1075.0,80497.0
34.05,34.0177008177,927.0,80420.0
34.1,34.0678108338,893.0,80418.0
34.15,34.1177038879,819.0,80425.0
34.2,34.1675948953,809.0,80405.0
34.25,34.2172996428,730.0,80344.0
34.3,34.2669736883,710.0,80525.0
34.35,34.3164778484,657.0,80488.0
34.4,34.3660045235,629.0,80511.0
34.45,34.4156192114,659.0,80494.0
34.5,34.4657906317,604.0,80444.0
34.55,34.5162649801,568.0,80347.0
34.6,34.5667372816,561.0,80377.0
34.65,34.6170028553,564.0,80351.0
34.7,34.6672807098,561.0,80384.0
34.75,34.7173477429,544.0,80386.0
34.8,34.7675723803,569.0,80593.0
34.85,34.8177642688,568.0,80596.0
34.9,34.867980719,535.0,80590.0
34.95,34.9179720201,545.0,80596.0
35.0,34.9680103978,544.0,80513.0
35.05,35.0180467287,516.0,80353.0
35.1,35.0680687319,507.0,80336.0
35.15,35.1179556456,502.0,80356.0
35.2,35.1678855424,524.0,80337.0
35.25,35.2175821027,531.0,80383.0
35.3,35.2673052716,528.0,80365.0
35.35,35.3168565083,508.0,80570.0
35.4,35.3663749962,471.0,80584.0
35.45,35.4159159989,532.0,80548.0
35.5,35.4660915129,518.0,80486.0
35.55,35.5165453931,495.0,80442.0
35.6,35.567079099,528.0,80475.0
35.65,35.617373328,507.0,80449.0
35.7,35.6676511825,534.0,80413.0
35.75,35.717757105,500.0,80399.0
35.8,35.7679162445,556.0,80373.0
35.85,35.8180405883,494.0,80467.0
35.9,35.8682140554,543.0,80616.0
35.95,35.9182995098,512.0,80590.0
36.0,35.968364496,516.0,80564.0
36.05,36.0183373758,513.0,80537.0
36.1,36.068359379,497.0,80457.0
36.15,36.118231965,504.0,80489.0
36.2,36.1681475341,481.0,80466.0
36.25,36.2178502349,495.0,80452.0
36.3,36.2674997186,471.0,80435.0
36.35,36.3170284404,514.0,80390.0
36.4,36.3665633027,514.0,80575.0
36.45,36.4161657098,501.0,80586.0
36.5,36.4662941471,530.0,80552.0
36.55,36.5167357465,522.0,80573.0
36.6,36.5672203289,506.0,80542.0
36.65,36.6174838558,498.0,80524.0
36.7,36.667786272,470.0,80518.0
36.75,36.7178676328,519.0,80506.0
36.8,36.7680799894,524.0,80493.0
36.85,36.8181715841,515.0,80478.0
36.9,36.8684269237,512.0,80674.0
36.95,36.9184673483,509.0,80666.0
37.0,36.9685241472,510.0,80623.0
37.05,37.0184417631,543.0,80600.0
37.1,37.0685006089,549.0,80595.0
37.15,37.1183752418,531.0,80580.0
37.2,37.1682621555,551.0,80512.0
37.25,37.2179812307,543.0,80470.0
37.3,37.2676614166,533.0,80441.0
37.35,37.317141015,542.0,80414.0
37.4,37.3666615496,550.0,80389.0
37.45,37.4162086928,574.0,80573.0
37.5,37.4663166621,520.0,80611.0
37.55,37.5167541678,572.0,80594.0
37.6,37.5672510311,516.0,80606.0
37.65,37.6175739154,517.0,80567.0
37.7,37.6678497232,597.0,80529.0
37.75,37.7179679265,518.0,80512.0
37.8,37.7680861298,552.0,80508.0
37.85,37.8182493629,593.0,80443.0
37.9,37.8684617195,569.0,80402.0
37.95,37.9185062377,550.0,80402.0
38.0,37.9685323345,571.0,80377.0
38.05,38.0185174951,538.0,80640.0
38.1,38.0685128898,573.0,80627.0
38.15,38.1183486332,515.0,80634.0
38.2,38.1682007512,547.0,80613.0
38.25,38.2178133923,544.0,80566.0
38.3,38.267462876,538.0,80488.0
38.35,38.3169977383,563.0,80459.0
38.4,38.3665223665,516.0,80442.0
38.45,38.416012199,533.0,80375.0
38.5,38.4660464831,513.0,80377.0
38.55,38.5164225845,576.0,80376.0
38.6,38.5668478094,530.0,80341.0
38.65,38.6170540256,571.0,80575.0
38.7,38.6673912376,530.0,80546.0
38.75,38.717486926,551.0,80500.0
38.8,38.7676788145,503.0,80509.0
38.85,38.8177806433,580.0,80507.0
38.9,38.8680359829,596.0,80471.0
38.95,38.9180068159,559.0,80462.0
39.0,38.9680390531,580.0,80410.0
39.05,39.0179935116,563.0,80351.0
39.1,39.0679991403,561.0,80299.0
39.15,39.117865586,607.0,80275.0
39.2,39.1677074698,617.0,80300.0
39.25,39.217373328,570.0,80501.0
39.3,39.2670105308,582.0,80487.0
39.35,39.3165187846,628.0,80443.0
39.4,39.3660434129,592.0,80401.0
39.45,39.4155659943,612.0,80370.0
39.5,39.4656985253,583.0,80355.0
39.55,39.5161319374,585.0,80331.0
39.6,39.5666165198,606.0,80274.0
39.65,39.6169025616,623.0,80228.0
39.7,39.6671579012,622.0,80457.0
39.75,39.7172945258,623.0,80456.0
39.8,39.7674598058,666.0,80457.0
39.85,39.8176025708,617.0,80439.0
39.9,39.8678272083,692.0,80382.0
39.95,39.9178840072,685.0,80302.0
40.0,39.9679203381,644.0,80241.0
40.05,40.0179177796,703.0,80212.0
40.1,40.0679500169,722.0,80184.0
40.15,40.1178533051,737.0,80150.0
40.2,40.1677852486,789.0,80142.0
40.25,40.2174961366,813.0,80397.0
40.3,40.2671947438,847.0,80400.0
40.35,40.3167664487,822.0,80366.0
40.4,40.3662808429,874.0,80296.0
40.45,40.4158116116,992.0,80297.0
40.5,40.465917534,1018.0,80299.0
40.55,40.5163468525,1094.0,80208.0
40.6,40.5668539498,1205.0,80189.0
40.65,40.617092915,1309.0,80204.0
40.7,40.6674219398,1409.0,80159.0
40.75,40.7175483303,1644.0,80122.0
40.8,40.7677340784,1743.0,80333.0
40.85,40.8178420476,2011.0,80367.0
40.9,40.8680769191,2284.0,80341.0
40.95,40.9181173436,2499.0,80321.0
41.0,40.9681761895,2736.0,80289.0
41.05,41.0181286011,3008.0,80299.0
41.1,41.068175166,3367.0,80283.0
41.15,41.1180006754,3629.0,80263.0
41.2,41.1678548402,3837.0,80200.0
41.25,41.217535026,3951.0,80150.0
41.3,41.2671845097,3931.0,80129.0
41.35,41.3166518273,4007.0,80296.0
41.4,41.3661703151,3584.0,80388.0
41.45,41.4157174583,3503.0,80306.0
41.5,41.4658458956,3144.0,80251.0
41.55,41.5162670269,2782.0,80197.0
41.6,41.5667782178,2577.0,80159.0
41.65,41.6170376511,2247.0,80159.0
41.7,41.6673195992,1966.0,80189.0
41.75,41.7174603175,1706.0,80196.0
41.8,41.7676092229,1479.0,80147.0
41.85,41.8177253794,1386.0,80102.0
41.9,41.8679663914,1232.0,80067.0
41.95,41.9180211436,1077.0,80282.0
42.0,41.968051334,1012.0,80295.0
42.05,42.0180426351,961.0,80264.0
42.1,42.0680298425,866.0,80213.0
42.15,42.1178553519,837.0,80161.0
42.2,42.1677279379,751.0,80105.0
42.25,42.2174081238,771.0,80109.0
42.3,42.2670862628,731.0,80090.0
42.35,42.3166088443,645.0,80071.0
42.4,42.3661457534,633.0,80093.0
42.45,42.4156765221,598.0,80267.0
42.5,42.4658274743,601.0,80221.0
42.55,42.5162567929,567.0,80200.0
42.6,42.5667618434,581.0,80190.0
42.65,42.6170130894,577.0,80179.0
42.7,42.6673339269,510.0,80164.0
42.75,42.7174828324,569.0,80147.0
42.8,42.7676562996,502.0,80118.0
42.85,42.8177826901,524.0,80097.0
42.9,42.8679868595,550.0,80004.0
42.95,42.9180211436,553.0,80018.0
43.0,42.9681413937,539.0,80208.0
43.05,43.018140882,507.0,80226.0
43.1,43.0681587916,515.0,80220.0
43.15,43.117984301,485.0,80251.0
43.2,43.1679121509,473.0,80216.0
43.25,43.2175861963,491.0,80196.0
43.3,43.2672070247,510.0,80180.0
43.35,43.3167377933,477.0,80160.0
43.4,43.3662808429,523.0,80144.0
43.45,43.4158423137,477.0,80140.0
43.5,43.4659461894,506.0,80368.0
